Chemical,Monitor,reading,direction,Date
AGOC-3A,2,0.688178,358.3,2016/4/19 6:00
Appluimonia,9,0.595194,358.3,2016/4/19 6:00
Chlorodinine,4,0.573978,358.3,2016/4/19 6:00
Chlorodinine,3,0.558806,358.3,2016/4/19 6:00
Chlorodinine,2,0.53549,358.3,2016/4/19 6:00
Chlorodinine,6,0.527437,358.3,2016/4/19 6:00
AGOC-3A,5,0.496594,358.3,2016/4/19 6:00
AGOC-3A,6,0.486302,358.3,2016/4/19 6:00
Methylosmolene,6,0.435334,358.3,2016/4/19 6:00
Appluimonia,6,0.429459,358.3,2016/4/19 6:00
AGOC-3A,9,0.42255,358.3,2016/4/19 6:00
Methylosmolene,8,0.38612,358.3,2016/4/19 6:00
Methylosmolene,2,0.329345,358.3,2016/4/19 6:00
Methylosmolene,4,0.310156,358.3,2016/4/19 6:00
Chlorodinine,9,0.282872,358.3,2016/4/19 6:00
Methylosmolene,1,0.272526,358.3,2016/4/19 6:00
AGOC-3A,8,0.242167,358.3,2016/4/19 6:00
Chlorodinine,1,0.200115,358.3,2016/4/19 6:00
Appluimonia,2,0.143464,358.3,2016/4/19 6:00
AGOC-3A,4,0.115708,358.3,2016/4/19 6:00
AGOC-3A,1,0.100098,358.3,2016/4/19 6:00
Appluimonia,5,0.0653881,358.3,2016/4/19 6:00
Methylosmolene,9,0.0638544,358.3,2016/4/19 6:00
Methylosmolene,5,0.0548238,358.3,2016/4/19 6:00
Appluimonia,1,0.0136221,358.3,2016/4/19 6:00
Chlorodinine,5,0.00663331,358.3,2016/4/19 6:00
Appluimonia,3,1.98486,358.3,2016/4/19 7:00
Appluimonia,7,1.08099,358.3,2016/4/19 7:00
AGOC-3A,3,0.888342,358.3,2016/4/19 7:00
Chlorodinine,7,0.846068,358.3,2016/4/19 7:00
Methylosmolene,2,0.613478,358.3,2016/4/19 7:00
Chlorodinine,2,0.567373,358.3,2016/4/19 7:00
AGOC-3A,6,0.484158,358.3,2016/4/19 7:00
Methylosmolene,3,0.464123,358.3,2016/4/19 7:00
Chlorodinine,3,0.463995,358.3,2016/4/19 7:00
Methylosmolene,6,0.46112,358.3,2016/4/19 7:00
Chlorodinine,5,0.389575,358.3,2016/4/19 7:00
Appluimonia,4,0.353087,358.3,2016/4/19 7:00
Appluimonia,9,0.351794,358.3,2016/4/19 7:00
Chlorodinine,6,0.337468,358.3,2016/4/19 7:00
Methylosmolene,1,0.337072,358.3,2016/4/19 7:00
AGOC-3A,2,0.314974,358.3,2016/4/19 7:00
Chlorodinine,4,0.273986,358.3,2016/4/19 7:00
AGOC-3A,4,0.240913,358.3,2016/4/19 7:00
Chlorodinine,8,0.220992,358.3,2016/4/19 7:00
Appluimonia,1,0.190457,358.3,2016/4/19 7:00
Appluimonia,5,0.176918,358.3,2016/4/19 7:00
Chlorodinine,9,0.174634,358.3,2016/4/19 7:00
Methylosmolene,8,0.151132,358.3,2016/4/19 7:00
AGOC-3A,5,0.144419,358.3,2016/4/19 7:00
Methylosmolene,9,0.137436,358.3,2016/4/19 7:00
AGOC-3A,7,0.122895,358.3,2016/4/19 7:00
Appluimonia,8,0.120204,358.3,2016/4/19 7:00
Methylosmolene,5,0.114204,358.3,2016/4/19 7:00
Appluimonia,2,0.107459,358.3,2016/4/19 7:00
AGOC-3A,9,0.0776389,358.3,2016/4/19 7:00
AGOC-3A,8,0.052972,358.3,2016/4/19 7:00
Methylosmolene,7,0.0484994,358.3,2016/4/19 7:00
Appluimonia,6,0.038562,358.3,2016/4/19 7:00
Methylosmolene,4,0.0143377,358.3,2016/4/19 7:00
Chlorodinine,1,0.0141398,358.3,2016/4/19 7:00
AGOC-3A,1,0.00570374,358.3,2016/4/19 7:00
AGOC-3A,7,12.57634,344.6,2016/4/19 8:00
AGOC-3A,3,3.42508,344.6,2016/4/19 8:00
Chlorodinine,3,2.72983,344.6,2016/4/19 8:00
AGOC-3A,7,1.54653,344.6,2016/4/19 8:00
Appluimonia,3,1.15189,344.6,2016/4/19 8:00
AGOC-3A,8,1.05869,344.6,2016/4/19 8:00
Appluimonia,4,0.748959,344.6,2016/4/19 8:00
AGOC-3A,2,0.673802,344.6,2016/4/19 8:00
Chlorodinine,2,0.666718,344.6,2016/4/19 8:00
Appluimonia,8,0.616358,344.6,2016/4/19 8:00
Chlorodinine,6,0.611015,344.6,2016/4/19 8:00
Methylosmolene,3,0.527081,344.6,2016/4/19 8:00
Chlorodinine,8,0.488146,344.6,2016/4/19 8:00
AGOC-3A,6,0.477599,344.6,2016/4/19 8:00
Methylosmolene,2,0.458694,344.6,2016/4/19 8:00
Appluimonia,6,0.407154,344.6,2016/4/19 8:00
Chlorodinine,7,0.368001,344.6,2016/4/19 8:00
AGOC-3A,1,0.348039,344.6,2016/4/19 8:00
Appluimonia,1,0.342423,344.6,2016/4/19 8:00
Methylosmolene,1,0.319167,344.6,2016/4/19 8:00
Chlorodinine,5,0.30758,344.6,2016/4/19 8:00
AGOC-3A,9,0.29882,344.6,2016/4/19 8:00
Methylosmolene,4,0.270974,344.6,2016/4/19 8:00
Chlorodinine,4,0.258947,344.6,2016/4/19 8:00
Methylosmolene,8,0.197818,344.6,2016/4/19 8:00
Appluimonia,7,0.195541,344.6,2016/4/19 8:00
Methylosmolene,6,0.192424,344.6,2016/4/19 8:00
Methylosmolene,9,0.166064,344.6,2016/4/19 8:00
Appluimonia,2,0.15644,344.6,2016/4/19 8:00
Chlorodinine,9,0.146971,344.6,2016/4/19 8:00
AGOC-3A,4,0.118733,344.6,2016/4/19 8:00
Methylosmolene,5,0.0959609,344.6,2016/4/19 8:00
Chlorodinine,1,0.0955218,344.6,2016/4/19 8:00
Appluimonia,9,0.0794783,344.6,2016/4/19 8:00
Appluimonia,5,0.0760013,344.6,2016/4/19 8:00
AGOC-3A,5,0.0616746,344.6,2016/4/19 8:00
Appluimonia,3,1.84896,344.6,2016/4/19 9:00
AGOC-3A,3,1.57303,344.6,2016/4/19 9:00
Appluimonia,7,1.44717,344.6,2016/4/19 9:00
Appluimonia,8,1.20078,344.6,2016/4/19 9:00
Methylosmolene,8,0.973709,344.6,2016/4/19 9:00
Methylosmolene,4,0.728923,344.6,2016/4/19 9:00
Methylosmolene,7,0.726976,344.6,2016/4/19 9:00
Appluimonia,2,0.568247,344.6,2016/4/19 9:00
Chlorodinine,2,0.549127,344.6,2016/4/19 9:00
Chlorodinine,3,0.533087,344.6,2016/4/19 9:00
Chlorodinine,7,0.521568,344.6,2016/4/19 9:00
Appluimonia,6,0.49013,344.6,2016/4/19 9:00
Methylosmolene,3,0.477802,344.6,2016/4/19 9:00
AGOC-3A,9,0.46455,344.6,2016/4/19 9:00
AGOC-3A,6,0.401063,344.6,2016/4/19 9:00
Appluimonia,9,0.397261,344.6,2016/4/19 9:00
AGOC-3A,2,0.30818,344.6,2016/4/19 9:00
Methylosmolene,6,0.304657,344.6,2016/4/19 9:00
Chlorodinine,1,0.295035,344.6,2016/4/19 9:00
Methylosmolene,2,0.293012,344.6,2016/4/19 9:00
Appluimonia,4,0.251479,344.6,2016/4/19 9:00
Chlorodinine,9,0.244277,344.6,2016/4/19 9:00
AGOC-3A,7,0.231329,344.6,2016/4/19 9:00
AGOC-3A,4,0.222896,344.6,2016/4/19 9:00
Methylosmolene,1,0.216335,344.6,2016/4/19 9:00
AGOC-3A,5,0.181786,344.6,2016/4/19 9:00
Chlorodinine,6,0.181051,344.6,2016/4/19 9:00
Chlorodinine,4,0.179185,344.6,2016/4/19 9:00
Methylosmolene,9,0.147372,344.6,2016/4/19 9:00
Appluimonia,1,0.0841968,344.6,2016/4/19 9:00
Methylosmolene,5,0.064531,344.6,2016/4/19 9:00
AGOC-3A,1,0.063708,344.6,2016/4/19 9:00
Chlorodinine,5,0.0575835,344.6,2016/4/19 9:00
AGOC-3A,8,0.0465801,344.6,2016/4/19 9:00
Appluimonia,5,0.0183921,344.6,2016/4/19 9:00
Chlorodinine,8,0.00129635,344.6,2016/4/19 9:00
Appluimonia,3,2.97764,344.6,2016/4/19 10:00
AGOC-3A,3,2.00108,344.6,2016/4/19 10:00
Chlorodinine,3,1.62035,344.6,2016/4/19 10:00
AGOC-3A,7,1.45363,344.6,2016/4/19 10:00
Chlorodinine,8,1.02539,344.6,2016/4/19 10:00
AGOC-3A,2,0.917131,344.6,2016/4/19 10:00
Methylosmolene,3,0.784183,344.6,2016/4/19 10:00
AGOC-3A,8,0.784152,344.6,2016/4/19 10:00
Methylosmolene,8,0.570625,344.6,2016/4/19 10:00
Chlorodinine,1,0.560491,344.6,2016/4/19 10:00
Chlorodinine,7,0.552811,344.6,2016/4/19 10:00
Methylosmolene,2,0.526166,344.6,2016/4/19 10:00
Appluimonia,8,0.500637,344.6,2016/4/19 10:00
Methylosmolene,6,0.490147,344.6,2016/4/19 10:00
Chlorodinine,4,0.469097,344.6,2016/4/19 10:00
Methylosmolene,5,0.448832,344.6,2016/4/19 10:00
Methylosmolene,7,0.440923,344.6,2016/4/19 10:00
Appluimonia,6,0.405685,344.6,2016/4/19 10:00
Methylosmolene,4,0.371808,344.6,2016/4/19 10:00
AGOC-3A,5,0.365059,344.6,2016/4/19 10:00
Appluimonia,1,0.285128,344.6,2016/4/19 10:00
Methylosmolene,9,0.244355,344.6,2016/4/19 10:00
Appluimonia,4,0.244102,344.6,2016/4/19 10:00
Chlorodinine,9,0.244057,344.6,2016/4/19 10:00
AGOC-3A,1,0.190227,344.6,2016/4/19 10:00
Chlorodinine,5,0.179148,344.6,2016/4/19 10:00
Chlorodinine,2,0.173159,344.6,2016/4/19 10:00
Appluimonia,9,0.127579,344.6,2016/4/19 10:00
AGOC-3A,4,0.104178,344.6,2016/4/19 10:00
AGOC-3A,6,0.0891975,344.6,2016/4/19 10:00
Appluimonia,7,0.0649242,344.6,2016/4/19 10:00
AGOC-3A,9,0.0605972,344.6,2016/4/19 10:00
Methylosmolene,1,0.0302455,344.6,2016/4/19 10:00
Appluimonia,2,0.00677285,344.6,2016/4/19 10:00
Chlorodinine,6,0.0029207,344.6,2016/4/19 10:00
Appluimonia,5,0.00128919,344.6,2016/4/19 10:00
AGOC-3A,3,5.36994,336.1,2016/4/19 11:00
AGOC-3A,7,2.13497,336.1,2016/4/19 11:00
Methylosmolene,3,1.08742,336.1,2016/4/19 11:00
Chlorodinine,1,0.728416,336.1,2016/4/19 11:00
Appluimonia,9,0.695755,336.1,2016/4/19 11:00
Chlorodinine,8,0.610572,336.1,2016/4/19 11:00
Appluimonia,8,0.596949,336.1,2016/4/19 11:00
Methylosmolene,6,0.554227,336.1,2016/4/19 11:00
Chlorodinine,7,0.552995,336.1,2016/4/19 11:00
AGOC-3A,8,0.530054,336.1,2016/4/19 11:00
AGOC-3A,5,0.472791,336.1,2016/4/19 11:00
AGOC-3A,2,0.430016,336.1,2016/4/19 11:00
Appluimonia,6,0.394147,336.1,2016/4/19 11:00
Chlorodinine,3,0.37158,336.1,2016/4/19 11:00
Chlorodinine,4,0.364769,336.1,2016/4/19 11:00
AGOC-3A,9,0.359282,336.1,2016/4/19 11:00
Methylosmolene,8,0.355617,336.1,2016/4/19 11:00
Methylosmolene,1,0.353918,336.1,2016/4/19 11:00
Methylosmolene,4,0.337995,336.1,2016/4/19 11:00
Appluimonia,2,0.330829,336.1,2016/4/19 11:00
AGOC-3A,6,0.315257,336.1,2016/4/19 11:00
Methylosmolene,7,0.31436,336.1,2016/4/19 11:00
Appluimonia,3,0.298898,336.1,2016/4/19 11:00
Appluimonia,4,0.277531,336.1,2016/4/19 11:00
Appluimonia,1,0.259359,336.1,2016/4/19 11:00
Methylosmolene,9,0.24049,336.1,2016/4/19 11:00
AGOC-3A,4,0.239489,336.1,2016/4/19 11:00
AGOC-3A,1,0.216872,336.1,2016/4/19 11:00
Appluimonia,7,0.195139,336.1,2016/4/19 11:00
Chlorodinine,6,0.184583,336.1,2016/4/19 11:00
Methylosmolene,5,0.176603,336.1,2016/4/19 11:00
Methylosmolene,2,0.113609,336.1,2016/4/19 11:00
Appluimonia,5,0.0864971,336.1,2016/4/19 11:00
Chlorodinine,5,0.0755126,336.1,2016/4/19 11:00
Chlorodinine,9,0.0578137,336.1,2016/4/19 11:00
Chlorodinine,2,0.034522,336.1,2016/4/19 11:00
Methylosmolene,7,1.72777,336.1,2016/4/19 12:00
Methylosmolene,3,1.6208,336.1,2016/4/19 12:00
Chlorodinine,2,0.86507,336.1,2016/4/19 12:00
Chlorodinine,6,0.586002,336.1,2016/4/19 12:00
Chlorodinine,8,0.58396,336.1,2016/4/19 12:00
AGOC-3A,6,0.567202,336.1,2016/4/19 12:00
AGOC-3A,4,0.558612,336.1,2016/4/19 12:00
Methylosmolene,8,0.513387,336.1,2016/4/19 12:00
AGOC-3A,7,0.464439,336.1,2016/4/19 12:00
AGOC-3A,9,0.379521,336.1,2016/4/19 12:00
Appluimonia,3,0.379109,336.1,2016/4/19 12:00
Methylosmolene,4,0.375854,336.1,2016/4/19 12:00
Chlorodinine,1,0.368726,336.1,2016/4/19 12:00
AGOC-3A,1,0.333647,336.1,2016/4/19 12:00
AGOC-3A,3,0.332405,336.1,2016/4/19 12:00
Appluimonia,8,0.3316,336.1,2016/4/19 12:00
Methylosmolene,2,0.275989,336.1,2016/4/19 12:00
Appluimonia,6,0.273199,336.1,2016/4/19 12:00
Chlorodinine,5,0.272004,336.1,2016/4/19 12:00
Chlorodinine,4,0.263095,336.1,2016/4/19 12:00
Methylosmolene,1,0.253833,336.1,2016/4/19 12:00
Methylosmolene,6,0.249921,336.1,2016/4/19 12:00
Chlorodinine,7,0.220013,336.1,2016/4/19 12:00
Appluimonia,2,0.172239,336.1,2016/4/19 12:00
Chlorodinine,9,0.162815,336.1,2016/4/19 12:00
Appluimonia,4,0.145979,336.1,2016/4/19 12:00
AGOC-3A,2,0.140588,336.1,2016/4/19 12:00
Methylosmolene,9,0.131219,336.1,2016/4/19 12:00
Appluimonia,9,0.125641,336.1,2016/4/19 12:00
AGOC-3A,5,0.110153,336.1,2016/4/19 12:00
Appluimonia,7,0.106393,336.1,2016/4/19 12:00
Appluimonia,5,0.0920083,336.1,2016/4/19 12:00
AGOC-3A,8,0.0375573,336.1,2016/4/19 12:00
Chlorodinine,3,0.0288446,336.1,2016/4/19 12:00
Appluimonia,1,0.0156362,336.1,2016/4/19 12:00
Methylosmolene,5,0.0151523,336.1,2016/4/19 12:00
Methylosmolene,3,3.47577,336.1,2016/4/19 13:00
Chlorodinine,7,2.13355,336.1,2016/4/19 13:00
AGOC-3A,3,1.50329,336.1,2016/4/19 13:00
Methylosmolene,8,1.21587,336.1,2016/4/19 13:00
Chlorodinine,3,0.86703,336.1,2016/4/19 13:00
AGOC-3A,4,0.761172,336.1,2016/4/19 13:00
Chlorodinine,2,0.665692,336.1,2016/4/19 13:00
Appluimonia,3,0.625656,336.1,2016/4/19 13:00
Appluimonia,4,0.537055,336.1,2016/4/19 13:00
Chlorodinine,6,0.525606,336.1,2016/4/19 13:00
Methylosmolene,4,0.506661,336.1,2016/4/19 13:00
AGOC-3A,9,0.476782,336.1,2016/4/19 13:00
Appluimonia,1,0.441436,336.1,2016/4/19 13:00
AGOC-3A,7,0.396734,336.1,2016/4/19 13:00
AGOC-3A,2,0.376812,336.1,2016/4/19 13:00
AGOC-3A,6,0.358181,336.1,2016/4/19 13:00
Chlorodinine,5,0.335846,336.1,2016/4/19 13:00
Methylosmolene,6,0.331041,336.1,2016/4/19 13:00
Appluimonia,5,0.306384,336.1,2016/4/19 13:00
Appluimonia,8,0.305321,336.1,2016/4/19 13:00
Methylosmolene,1,0.280146,336.1,2016/4/19 13:00
AGOC-3A,8,0.239443,336.1,2016/4/19 13:00
Chlorodinine,8,0.234656,336.1,2016/4/19 13:00
Appluimonia,2,0.231013,336.1,2016/4/19 13:00
Appluimonia,6,0.222371,336.1,2016/4/19 13:00
Appluimonia,7,0.179738,336.1,2016/4/19 13:00
AGOC-3A,1,0.168328,336.1,2016/4/19 13:00
Methylosmolene,2,0.154724,336.1,2016/4/19 13:00
Methylosmolene,7,0.150951,336.1,2016/4/19 13:00
Chlorodinine,4,0.0994278,336.1,2016/4/19 13:00
Methylosmolene,9,0.0785599,336.1,2016/4/19 13:00
AGOC-3A,5,0.0708426,336.1,2016/4/19 13:00
Chlorodinine,9,0.032154,336.1,2016/4/19 13:00
Methylosmolene,5,0.0315548,336.1,2016/4/19 13:00
Appluimonia,9,0.0114367,336.1,2016/4/19 13:00
Chlorodinine,1,0.00140897,336.1,2016/4/19 13:00
Chlorodinine,3,2.55761,327.4,2016/4/19 14:00
Methylosmolene,3,2.28725,327.4,2016/4/19 14:00
AGOC-3A,7,1.97662,327.4,2016/4/19 14:00
Methylosmolene,8,1.46829,327.4,2016/4/19 14:00
Methylosmolene,7,0.839201,327.4,2016/4/19 14:00
AGOC-3A,8,0.800437,327.4,2016/4/19 14:00
Methylosmolene,5,0.758353,327.4,2016/4/19 14:00
Chlorodinine,5,0.670542,327.4,2016/4/19 14:00
Chlorodinine,2,0.647095,327.4,2016/4/19 14:00
Chlorodinine,8,0.513992,327.4,2016/4/19 14:00
Chlorodinine,6,0.492763,327.4,2016/4/19 14:00
AGOC-3A,6,0.457458,327.4,2016/4/19 14:00
Methylosmolene,2,0.447422,327.4,2016/4/19 14:00
AGOC-3A,9,0.422266,327.4,2016/4/19 14:00
Methylosmolene,6,0.404001,327.4,2016/4/19 14:00
Methylosmolene,9,0.36137,327.4,2016/4/19 14:00
Appluimonia,1,0.355342,327.4,2016/4/19 14:00
AGOC-3A,4,0.338789,327.4,2016/4/19 14:00
Appluimonia,4,0.255943,327.4,2016/4/19 14:00
Chlorodinine,7,0.255674,327.4,2016/4/19 14:00
Methylosmolene,4,0.234069,327.4,2016/4/19 14:00
Appluimonia,3,0.20254,327.4,2016/4/19 14:00
Appluimonia,5,0.19788,327.4,2016/4/19 14:00
Appluimonia,7,0.196385,327.4,2016/4/19 14:00
Chlorodinine,9,0.194652,327.4,2016/4/19 14:00
Methylosmolene,1,0.188235,327.4,2016/4/19 14:00
AGOC-3A,2,0.181396,327.4,2016/4/19 14:00
AGOC-3A,5,0.137107,327.4,2016/4/19 14:00
Appluimonia,9,0.117977,327.4,2016/4/19 14:00
Appluimonia,6,0.117609,327.4,2016/4/19 14:00
Chlorodinine,1,0.113614,327.4,2016/4/19 14:00
Appluimonia,8,0.0828089,327.4,2016/4/19 14:00
AGOC-3A,1,0.0527646,327.4,2016/4/19 14:00
AGOC-3A,3,0.0410216,327.4,2016/4/19 14:00
Appluimonia,2,0.0287538,327.4,2016/4/19 14:00
Chlorodinine,4,0.017028,327.4,2016/4/19 14:00
Appluimonia,3,2.77367,327.4,2016/4/19 15:00
Chlorodinine,3,2.34609,327.4,2016/4/19 15:00
AGOC-3A,3,1.34613,327.4,2016/4/19 15:00
Methylosmolene,8,1.04217,327.4,2016/4/19 15:00
AGOC-3A,7,0.776433,327.4,2016/4/19 15:00
Appluimonia,8,0.681857,327.4,2016/4/19 15:00
Methylosmolene,6,0.647606,327.4,2016/4/19 15:00
Chlorodinine,8,0.636254,327.4,2016/4/19 15:00
Methylosmolene,9,0.558414,327.4,2016/4/19 15:00
AGOC-3A,6,0.550038,327.4,2016/4/19 15:00
Chlorodinine,4,0.498359,327.4,2016/4/19 15:00
AGOC-3A,1,0.491114,327.4,2016/4/19 15:00
Appluimonia,5,0.478163,327.4,2016/4/19 15:00
Methylosmolene,2,0.457316,327.4,2016/4/19 15:00
Chlorodinine,1,0.456,327.4,2016/4/19 15:00
AGOC-3A,4,0.402223,327.4,2016/4/19 15:00
Chlorodinine,6,0.393229,327.4,2016/4/19 15:00
Appluimonia,7,0.368984,327.4,2016/4/19 15:00
Appluimonia,2,0.361484,327.4,2016/4/19 15:00
AGOC-3A,9,0.350241,327.4,2016/4/19 15:00
AGOC-3A,2,0.31514,327.4,2016/4/19 15:00
Appluimonia,6,0.296118,327.4,2016/4/19 15:00
Methylosmolene,3,0.284581,327.4,2016/4/19 15:00
Methylosmolene,4,0.275898,327.4,2016/4/19 15:00
Appluimonia,4,0.253525,327.4,2016/4/19 15:00
Appluimonia,1,0.250508,327.4,2016/4/19 15:00
Methylosmolene,1,0.234433,327.4,2016/4/19 15:00
AGOC-3A,5,0.210904,327.4,2016/4/19 15:00
Chlorodinine,5,0.208562,327.4,2016/4/19 15:00
Chlorodinine,7,0.19555,327.4,2016/4/19 15:00
Methylosmolene,7,0.176698,327.4,2016/4/19 15:00
Chlorodinine,9,0.176253,327.4,2016/4/19 15:00
AGOC-3A,8,0.110999,327.4,2016/4/19 15:00
Appluimonia,9,0.0902058,327.4,2016/4/19 15:00
Chlorodinine,2,0.0578809,327.4,2016/4/19 15:00
Methylosmolene,5,0.0180797,327.4,2016/4/19 15:00
Appluimonia,7,1.40132,327.4,2016/4/19 16:00
Methylosmolene,3,1.27723,327.4,2016/4/19 16:00
AGOC-3A,3,1.20857,327.4,2016/4/19 16:00
AGOC-3A,7,0.899793,327.4,2016/4/19 16:00
Chlorodinine,7,0.758296,327.4,2016/4/19 16:00
Appluimonia,8,0.745735,327.4,2016/4/19 16:00
Appluimonia,4,0.702455,327.4,2016/4/19 16:00
AGOC-3A,1,0.607203,327.4,2016/4/19 16:00
Chlorodinine,8,0.571899,327.4,2016/4/19 16:00
Chlorodinine,3,0.529534,327.4,2016/4/19 16:00
Methylosmolene,7,0.515922,327.4,2016/4/19 16:00
Appluimonia,6,0.494401,327.4,2016/4/19 16:00
Chlorodinine,5,0.437793,327.4,2016/4/19 16:00
Methylosmolene,2,0.43205,327.4,2016/4/19 16:00
Chlorodinine,1,0.420066,327.4,2016/4/19 16:00
Appluimonia,3,0.414853,327.4,2016/4/19 16:00
AGOC-3A,6,0.394193,327.4,2016/4/19 16:00
Methylosmolene,4,0.387782,327.4,2016/4/19 16:00
Chlorodinine,6,0.345215,327.4,2016/4/19 16:00
Appluimonia,9,0.340439,327.4,2016/4/19 16:00
Methylosmolene,5,0.336307,327.4,2016/4/19 16:00
AGOC-3A,4,0.325412,327.4,2016/4/19 16:00
Appluimonia,2,0.324004,327.4,2016/4/19 16:00
Appluimonia,1,0.26543,327.4,2016/4/19 16:00
Chlorodinine,4,0.264324,327.4,2016/4/19 16:00
Methylosmolene,1,0.262484,327.4,2016/4/19 16:00
Methylosmolene,6,0.219423,327.4,2016/4/19 16:00
AGOC-3A,9,0.217011,327.4,2016/4/19 16:00
AGOC-3A,5,0.21568,327.4,2016/4/19 16:00
Chlorodinine,2,0.20788,327.4,2016/4/19 16:00
Methylosmolene,9,0.199273,327.4,2016/4/19 16:00
AGOC-3A,2,0.165456,327.4,2016/4/19 16:00
AGOC-3A,8,0.157157,327.4,2016/4/19 16:00
Chlorodinine,9,0.139888,327.4,2016/4/19 16:00
Appluimonia,5,0.119781,327.4,2016/4/19 16:00
Methylosmolene,8,0.0522602,327.4,2016/4/19 16:00
Appluimonia,3,2.22376,321.8,2016/4/19 17:00
Appluimonia,7,1.14304,321.8,2016/4/19 17:00
Methylosmolene,3,0.919992,321.8,2016/4/19 17:00
AGOC-3A,2,0.604396,321.8,2016/4/19 17:00
Methylosmolene,8,0.581786,321.8,2016/4/19 17:00
Methylosmolene,6,0.569974,321.8,2016/4/19 17:00
Chlorodinine,6,0.565623,321.8,2016/4/19 17:00
AGOC-3A,5,0.491613,321.8,2016/4/19 17:00
Methylosmolene,4,0.484615,321.8,2016/4/19 17:00
AGOC-3A,7,0.461877,321.8,2016/4/19 17:00
Methylosmolene,2,0.379684,321.8,2016/4/19 17:00
Appluimonia,4,0.348221,321.8,2016/4/19 17:00
Appluimonia,6,0.291183,321.8,2016/4/19 17:00
Chlorodinine,3,0.241824,321.8,2016/4/19 17:00
Appluimonia,8,0.229107,321.8,2016/4/19 17:00
Methylosmolene,1,0.215675,321.8,2016/4/19 17:00
Appluimonia,2,0.207696,321.8,2016/4/19 17:00
AGOC-3A,6,0.204005,321.8,2016/4/19 17:00
AGOC-3A,8,0.200664,321.8,2016/4/19 17:00
Appluimonia,9,0.18862,321.8,2016/4/19 17:00
AGOC-3A,4,0.184468,321.8,2016/4/19 17:00
Chlorodinine,5,0.181568,321.8,2016/4/19 17:00
Chlorodinine,4,0.168488,321.8,2016/4/19 17:00
Chlorodinine,1,0.166064,321.8,2016/4/19 17:00
AGOC-3A,1,0.14742,321.8,2016/4/19 17:00
Chlorodinine,8,0.129445,321.8,2016/4/19 17:00
Chlorodinine,7,0.111994,321.8,2016/4/19 17:00
Chlorodinine,2,0.102392,321.8,2016/4/19 17:00
Chlorodinine,9,0.0833455,321.8,2016/4/19 17:00
Appluimonia,1,0.0758279,321.8,2016/4/19 17:00
Appluimonia,5,0.0715864,321.8,2016/4/19 17:00
Methylosmolene,9,0.0674029,321.8,2016/4/19 17:00
AGOC-3A,3,0.0456357,321.8,2016/4/19 17:00
Methylosmolene,5,0.0439914,321.8,2016/4/19 17:00
Methylosmolene,7,0.0404586,321.8,2016/4/19 17:00
AGOC-3A,9,0.0318843,321.8,2016/4/19 17:00
AGOC-3A,3,2.10052,321.8,2016/4/19 18:00
Methylosmolene,7,1.66806,321.8,2016/4/19 18:00
Chlorodinine,3,1.60563,321.8,2016/4/19 18:00
Methylosmolene,3,1.22201,321.8,2016/4/19 18:00
AGOC-3A,8,1.07771,321.8,2016/4/19 18:00
Appluimonia,2,0.896865,321.8,2016/4/19 18:00
Chlorodinine,2,0.805145,321.8,2016/4/19 18:00
Appluimonia,8,0.658447,321.8,2016/4/19 18:00
Methylosmolene,6,0.611282,321.8,2016/4/19 18:00
AGOC-3A,4,0.600854,321.8,2016/4/19 18:00
Chlorodinine,6,0.59283,321.8,2016/4/19 18:00
Appluimonia,6,0.475492,321.8,2016/4/19 18:00
Appluimonia,5,0.467703,321.8,2016/4/19 18:00
Methylosmolene,5,0.447196,321.8,2016/4/19 18:00
Appluimonia,7,0.432988,321.8,2016/4/19 18:00
Chlorodinine,9,0.414273,321.8,2016/4/19 18:00
Chlorodinine,7,0.39888,321.8,2016/4/19 18:00
Methylosmolene,8,0.343803,321.8,2016/4/19 18:00
AGOC-3A,9,0.340302,321.8,2016/4/19 18:00
AGOC-3A,2,0.338536,321.8,2016/4/19 18:00
AGOC-3A,7,0.329082,321.8,2016/4/19 18:00
Chlorodinine,1,0.287698,321.8,2016/4/19 18:00
Appluimonia,3,0.256265,321.8,2016/4/19 18:00
Methylosmolene,1,0.234573,321.8,2016/4/19 18:00
Appluimonia,9,0.234309,321.8,2016/4/19 18:00
Methylosmolene,2,0.220539,321.8,2016/4/19 18:00
AGOC-3A,6,0.205973,321.8,2016/4/19 18:00
Appluimonia,4,0.198665,321.8,2016/4/19 18:00
Appluimonia,1,0.169768,321.8,2016/4/19 18:00
AGOC-3A,1,0.120484,321.8,2016/4/19 18:00
Chlorodinine,5,0.106687,321.8,2016/4/19 18:00
Chlorodinine,4,0.0836239,321.8,2016/4/19 18:00
Chlorodinine,8,0.0721396,321.8,2016/4/19 18:00
Methylosmolene,9,0.0710596,321.8,2016/4/19 18:00
AGOC-3A,5,0.0344129,321.8,2016/4/19 18:00
Methylosmolene,4,0.00199772,321.8,2016/4/19 18:00
Appluimonia,3,2.2282,321.8,2016/4/19 19:00
Appluimonia,8,0.744094,321.8,2016/4/19 19:00
Methylosmolene,6,0.719924,321.8,2016/4/19 19:00
Chlorodinine,3,0.673255,321.8,2016/4/19 19:00
Chlorodinine,8,0.592952,321.8,2016/4/19 19:00
Methylosmolene,3,0.537353,321.8,2016/4/19 19:00
Methylosmolene,7,0.522973,321.8,2016/4/19 19:00
Chlorodinine,1,0.510444,321.8,2016/4/19 19:00
Methylosmolene,9,0.49528,321.8,2016/4/19 19:00
